order_id,customer_name,customer_address,order_date,status,item_name,quantity,total_amount
OR2025-032545,Sophia Navarro,"14 Lacson St., Bacolod City",2025-10-20,Cancelled,Glue Gun Small,1,1430.00
OR2025-032545,Sophia Navarro,"14 Lacson St., Bacolod City",2025-10-20,Cancelled,Laminating Film A4,1,1430.00
OR2025-032545,Sophia Navarro,"14 Lacson St., Bacolod City",2025-10-20,Cancelled,Glue Gun Small,3,1430.00
OR2025-032546,Sophia Navarro,"14 Lacson St., Bacolod City",2025-03-26,Cancelled,Floor Lamp LED,2,6000.00
OR2025-032546,Sophia Navarro,"14 Lacson St., Bacolod City",2025-03-26,Cancelled,Floor Lamp LED,3,6000.00
OR2025-032547,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2025-04-05,Received,Chart Paper Roll 50m,1,350.00
OR2025-032548,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2025-07-01,Received,Desk Pen Holder,3,360.00
OR2025-032548,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2025-07-01,Received,Paper Clip Box 500pcs,3,360.00
OR2025-032549,Sophia Navarro,"14 Lacson St., Bacolod City",2025-06-20,Received,Highlighter Assorted Colors 12pcs,2,520.00
OR2025-032549,Sophia Navarro,"14 Lacson St., Bacolod City",2025-06-20,Received,Waste Basket Mesh,3,520.00
OR2025-032552,Sophia Navarro,"14 Lacson St., Bacolod City",2025-08-13,To Ship,Staples 1000pcs,3,555.00
OR2025-032552,Sophia Navarro,"14 Lacson St., Bacolod City",2025-08-13,To Ship,File Pocket PVC A4,1,555.00
OR2025-032552,Sophia Navarro,"14 Lacson St., Bacolod City",2025-08-13,To Ship,Construction Paper Assorted,3,555.00
OR2025-032552,Sophia Navarro,"14 Lacson St., Bacolod City",2025-08-13,To Ship,Adhesive Bandages 100pcs,2,555.00
OR2025-032553,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-10-03,Preparing,Soft Broom (Tambo),2,407.00
OR2025-032553,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-10-03,Preparing,Binder Clips 24pcs,1,407.00
OR2025-032553,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-10-03,Preparing,Floor Wax Red,1,407.00
OR2025-032554,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-04-14,Received,Chart Paper Roll 50m,3,1140.00
OR2025-032554,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-04-14,Received,Paper Clip Box 500pcs,3,1140.00
OR2025-032556,Sophia Navarro,"14 Lacson St., Bacolod City",2025-04-20,Received,First Aid Kit Box,3,2605.00
OR2025-032556,Sophia Navarro,"14 Lacson St., Bacolod City",2025-04-20,Received,Paper Clips 50pcs,1,2605.00
OR2025-032556,Sophia Navarro,"14 Lacson St., Bacolod City",2025-04-20,Received,Staples 1000pcs,3,2605.00
OR2025-032559,Ana Villanueva,"12 Burgos St., Cebu City",2025-12-02,Received,Paper Clip Box 500pcs,1,330.00
OR2025-032559,Ana Villanueva,"12 Burgos St., Cebu City",2025-12-02,Received,Mousepad Extended,1,330.00
OR2025-032559,Ana Villanueva,"12 Burgos St., Cebu City",2025-12-02,Received,Stapler Standard,1,330.00
OR2025-032564,Daniel Cruz,"3 Session Rd., Baguio City",2025-01-01,Received,Printer Paper A3 500 sheets,2,4700.00
OR2025-032564,Daniel Cruz,"3 Session Rd., Baguio City",2025-01-01,Received,Graph Paper Pad A4 50 sheets,2,4700.00
OR2025-032564,Daniel Cruz,"3 Session Rd., Baguio City",2025-01-01,Received,Floor Lamp LED,3,4700.00
OR2025-032565,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-03-04,Received,First Aid Kit Box,2,2700.00
OR2025-032565,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-03-04,Received,Laptop Stand Aluminum,2,2700.00
OR2025-032565,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-03-04,Received,Ballpoint Pen Blue 10pcs,3,2700.00
OR2025-032566,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2025-01-31,Received,Chart Paper Roll 50m,1,470.00
OR2025-032566,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2025-01-31,Received,HP 684 Tri-Color Ink,1,470.00
OR2025-032570,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-06-04,Cancelled,Trash Bag Black Large,2,2030.00
OR2025-032570,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-06-04,Cancelled,Laser Toner Cartridge 85A,2,2030.00
OR2025-032571,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2025-08-19,Received,Sticky Notes 50x50mm,2,305.00
OR2025-032571,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2025-08-19,Received,Glue Stick 20g,3,305.00
OR2025-032571,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2025-08-19,Received,Trash Bag Black Large,3,305.00
OR2025-032571,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2025-08-19,Received,Eraser Large,2,305.00
OR2025-032572,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-02-08,Received,Floor Lamp LED,2,2400.00
OR2025-032573,Sophia Navarro,"14 Lacson St., Bacolod City",2025-01-09,Received,Paper Clip Box 500pcs,2,3375.00
OR2025-032573,Sophia Navarro,"14 Lacson St., Bacolod City",2025-01-09,Received,Mop Bucket with Wringer,2,3375.00
OR2025-032573,Sophia Navarro,"14 Lacson St., Bacolod City",2025-01-09,Received,Paper Clip Box 500pcs,1,3375.00
OR2025-032573,Sophia Navarro,"14 Lacson St., Bacolod City",2025-01-09,Received,Floor Wax Red,3,3375.00
OR2025-032576,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-08-24,Preparing,File Folder A4 50pcs,3,294.00
OR2025-032576,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-08-24,Preparing,HP 684 Tri-Color Ink,2,294.00
OR2025-032577,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-10-16,Received,Cotton Balls 100pcs,2,2500.00
OR2025-032577,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-10-16,Received,Laser Toner Cartridge 85A,1,2500.00
OR2025-032577,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-10-16,Received,Mop Bucket with Wringer,1,2500.00
OR2025-032578,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2025-12-18,Received,Oil Pastels 36pcs,3,3555.00
OR2025-032578,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2025-12-18,Received,Laser Toner Cartridge 85A,3,3555.00
OR2025-032578,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2025-12-18,Received,Construction Paper Assorted,1,3555.00
OR2025-032579,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2025-10-28,Preparing,HP 684 Tri-Color Ink,2,240.00
OR2025-032582,Daniel Cruz,"3 Session Rd., Baguio City",2025-10-16,Preparing,Sticky Notes 75x75mm,3,675.00
OR2025-032582,Daniel Cruz,"3 Session Rd., Baguio City",2025-10-16,Preparing,Face Mask 50pcs,3,675.00
OR2025-032582,Daniel Cruz,"3 Session Rd., Baguio City",2025-10-16,Preparing,Binder 2-inch D-Ring,3,675.00
OR2025-032584,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-10-09,Received,Adhesive Bandages 100pcs,2,830.00
OR2025-032584,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-10-09,Received,Sticky Flags 75mm,2,830.00
OR2025-032584,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-10-09,Received,Printer Paper A3 500 sheets,1,830.00
OR2025-032588,Maria Santos,"45 Mabini Ave., Makati City",2025-08-06,Preparing,Mop Bucket with Wringer,2,3860.00
OR2025-032588,Maria Santos,"45 Mabini Ave., Makati City",2025-08-06,Preparing,Rubber Bands 500g,3,3860.00
OR2025-032588,Maria Santos,"45 Mabini Ave., Makati City",2025-08-06,Preparing,Desktop Organizer Wood,1,3860.00
OR2025-032588,Maria Santos,"45 Mabini Ave., Makati City",2025-08-06,Preparing,Cotton Balls 100pcs,2,3860.00
OR2025-032589,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-05-16,Received,Paper Clips 50pcs,1,400.00
OR2025-032589,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-05-16,Received,Glass Cleaner Spray,3,400.00
OR2025-032589,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-05-16,Received,Paper Clip Box 500pcs,2,400.00
OR2025-032590,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-08-02,Received,Power Bank 10000mAh,1,2750.00
OR2025-032590,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-08-02,Received,Printer Paper A3 500 sheets,2,2750.00
OR2025-032590,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-08-02,Received,Power Bank 10000mAh,2,2750.00
OR2025-032590,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-08-02,Received,Whiteboard Sheet Roll,1,2750.00
OR2025-032595,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2025-02-15,Received,Laser Toner Cartridge 85A,2,2350.00
OR2025-032595,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2025-02-15,Received,Compass and Protractor Set,3,2350.00
OR2025-032598,Liza Fernandez,"8 Katipunan Ave., Quezon City",2025-12-30,Received,File Pocket PVC A4,3,2010.00
OR2025-032598,Liza Fernandez,"8 Katipunan Ave., Quezon City",2025-12-30,Received,First Aid Kit Box,2,2010.00
OR2025-032598,Liza Fernandez,"8 Katipunan Ave., Quezon City",2025-12-30,Received,Cotton Balls 100pcs,3,2010.00
OR2025-032598,Liza Fernandez,"8 Katipunan Ave., Quezon City",2025-12-30,Received,Floor Wax Red,2,2010.00
OR2025-032605,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-08-21,Received,Stapler Standard,3,300.00
OR2025-032606,Maria Santos,"45 Mabini Ave., Makati City",2025-09-05,Received,Rubber Bands 500g,2,360.00
OR2025-032606,Maria Santos,"45 Mabini Ave., Makati City",2025-09-05,Received,Waste Basket Mesh,1,360.00
OR2025-032607,Daniel Cruz,"3 Session Rd., Baguio City",2025-07-07,Preparing,HP 680 Black Ink Cartridge,2,240.00
OR2025-032609,Daniel Cruz,"3 Session Rd., Baguio City",2025-11-06,Received,Thumb Tacks 100pcs,3,1095.00
OR2025-032609,Daniel Cruz,"3 Session Rd., Baguio City",2025-11-06,Received,Laptop Stand Aluminum,3,1095.00
OR2025-032611,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-02-14,Received,Cork Board 2x3ft,3,1650.00
OR2025-032612,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-07-20,Received,Mousepad Extended,3,680.00
OR2025-032612,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-07-20,Received,Highlighter Assorted Colors 12pcs,1,680.00
OR2025-032614,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2025-12-12,Received,Glue Gun Small,1,4620.00
OR2025-032614,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2025-12-12,Received,Mop Bucket with Wringer,3,4620.00
OR2025-032618,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-12-19,Received,Alcohol 70% 1 Liter,2,410.00
OR2025-032618,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-12-19,Received,Trash Bag Black Large,2,410.00
OR2025-032620,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-03-12,Preparing,Webcam 1080p,2,1700.00
OR2025-032621,Sophia Navarro,"14 Lacson St., Bacolod City",2025-01-04,Cancelled,Staples 1000pcs,3,45.00
OR2025-032624,Maria Santos,"45 Mabini Ave., Makati City",2025-03-30,Received,Construction Paper Assorted,3,230.00
OR2025-032624,Maria Santos,"45 Mabini Ave., Makati City",2025-03-30,Received,Floor Wax Red,1,230.00
OR2025-032627,Ana Villanueva,"12 Burgos St., Cebu City",2025-03-09,Received,Sticky Flags 25mm,3,924.00
OR2025-032627,Ana Villanueva,"12 Burgos St., Cebu City",2025-03-09,Received,Printer Paper A3 500 sheets,2,924.00
OR2025-032629,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-11-05,Received,Sticky Notes 50x50mm,1,15.00
OR2025-032630,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2025-01-08,Received,Stapler Standard,3,300.00
OR2025-032632,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2025-08-18,Preparing,Adhesive Bandages 100pcs,3,540.00
OR2025-032633,Ana Villanueva,"12 Burgos St., Cebu City",2025-07-07,Received,Sticky Flags 75mm,2,140.00
OR2025-032633,Ana Villanueva,"12 Burgos St., Cebu City",2025-07-07,Received,Rubber Bands 500g,1,140.00
OR2025-032634,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-06-14,Preparing,Whiteboard Eraser,2,160.00
OR2025-032634,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-06-14,Preparing,Staples 1000pcs,3,160.00
OR2025-032634,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-06-14,Preparing,File Pocket PVC A4,1,160.00
OR2025-032635,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-12-25,Received,Floor Wax Red,3,420.00
OR2025-032635,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-12-25,Received,Construction Paper Assorted,3,420.00
OR2025-032636,Sophia Navarro,"14 Lacson St., Bacolod City",2025-11-05,Received,Waste Basket Mesh,3,500.00
OR2025-032636,Sophia Navarro,"14 Lacson St., Bacolod City",2025-11-05,Received,Trash Bag Black Large,1,500.00
OR2025-032636,Sophia Navarro,"14 Lacson St., Bacolod City",2025-11-05,Received,Cotton Balls 100pcs,3,500.00
OR2025-032637,Daniel Cruz,"3 Session Rd., Baguio City",2025-02-18,Preparing,Whiteboard Eraser,1,410.00
OR2025-032637,Daniel Cruz,"3 Session Rd., Baguio City",2025-02-18,Preparing,Glue Gun Small,3,410.00
OR2025-032638,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-04-25,Preparing,VGA to HDMI Adapter,1,1000.00
OR2025-032638,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-04-25,Preparing,PVC Binding Cover A4,3,1000.00
OR2025-032640,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-07-15,Received,Cork Board 2x3ft,2,1100.00
OR2025-032644,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-10-12,To Ship,Construction Paper Assorted,2,422.00
OR2025-032644,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-10-12,To Ship,Sticky Flags 25mm,1,422.00
OR2025-032644,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-10-12,To Ship,Ballpoint Pen Blue 10pcs,3,422.00
OR2025-032644,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-10-12,To Ship,Sticky Flags 25mm,3,422.00
OR2025-032649,Daniel Cruz,"3 Session Rd., Baguio City",2025-08-18,Received,Binder 2-inch D-Ring,3,1670.00
OR2025-032649,Daniel Cruz,"3 Session Rd., Baguio City",2025-08-18,Received,Cork Board 2x3ft,2,1670.00
OR2025-032649,Daniel Cruz,"3 Session Rd., Baguio City",2025-08-18,Received,HP 680 Black Ink Cartridge,1,1670.00
OR2025-032650,Liza Fernandez,"8 Katipunan Ave., Quezon City",2025-10-25,Received,Eraser Large,2,685.00
OR2025-032650,Liza Fernandez,"8 Katipunan Ave., Quezon City",2025-10-25,Received,Sticky Notes 50x50mm,1,685.00
OR2025-032650,Liza Fernandez,"8 Katipunan Ave., Quezon City",2025-10-25,Received,Soft Broom (Tambo),1,685.00
OR2025-032650,Liza Fernandez,"8 Katipunan Ave., Quezon City",2025-10-25,Received,PVC Binding Cover A4,2,685.00
OR2025-032651,Sophia Navarro,"14 Lacson St., Bacolod City",2025-12-09,Cancelled,Compass and Protractor Set,2,1024.00
OR2025-032651,Sophia Navarro,"14 Lacson St., Bacolod City",2025-12-09,Cancelled,Chart Paper Roll 50m,2,1024.00
OR2025-032651,Sophia Navarro,"14 Lacson St., Bacolod City",2025-12-09,Cancelled,Sticky Flags 25mm,3,1024.00
OR2025-032652,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-05-24,Received,Desk Pen Holder,2,200.00
OR2025-032652,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-05-24,Received,Paper Clips 50pcs,2,200.00
OR2025-032653,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2025-11-30,Received,File Folder A4 50pcs,2,1246.00
OR2025-032653,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2025-11-30,Received,Paper Clips 50pcs,3,1246.00
OR2025-032653,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2025-11-30,Received,Trash Bag Black Large,2,1246.00
OR2025-032653,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2025-11-30,Received,Chart Paper Roll 50m,3,1246.00
OR2025-032654,Maria Santos,"45 Mabini Ave., Makati City",2025-05-18,Received,Glue Stick Large 40g,3,651.00
OR2025-032654,Maria Santos,"45 Mabini Ave., Makati City",2025-05-18,Received,File Folder A4 50pcs,2,651.00
OR2025-032654,Maria Santos,"45 Mabini Ave., Makati City",2025-05-18,Received,Desk Organizer Tray,3,651.00
OR2025-032654,Maria Santos,"45 Mabini Ave., Makati City",2025-05-18,Received,Adhesive Bandages 100pcs,1,651.00
OR2025-032655,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-05-26,Received,Desk Organizer Tray,1,310.00
OR2025-032655,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-05-26,Received,Whiteboard Eraser,2,310.00
OR2025-032655,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-05-26,Received,Paper Clips 50pcs,3,310.00
OR2025-032655,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-05-26,Received,Glue Stick 20g,3,310.00
OR2025-032656,Maria Santos,"45 Mabini Ave., Makati City",2025-12-12,Preparing,HP 680 Black Ink Cartridge,1,120.00
OR2025-032662,Daniel Cruz,"3 Session Rd., Baguio City",2025-09-08,Preparing,Sticky Notes 50x50mm,3,45.00
OR2025-032666,Maria Santos,"45 Mabini Ave., Makati City",2025-06-30,Received,Laminating Film A4,1,475.00
OR2025-032666,Maria Santos,"45 Mabini Ave., Makati City",2025-06-30,Received,Glue Stick Large 40g,1,475.00
OR2025-032668,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-02-27,Preparing,Whiteboard Sheet Roll,3,1850.00
OR2025-032668,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-02-27,Preparing,Chart Paper Roll 50m,1,1850.00
OR2025-032669,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-04-10,To Ship,Paper Clips 50pcs,1,180.00
OR2025-032669,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-04-10,To Ship,Sticky Notes 50x50mm,1,180.00
OR2025-032669,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-04-10,To Ship,File Pocket PVC A4,1,180.00
OR2025-032669,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-04-10,To Ship,Alcohol 70% 1 Liter,1,180.00
OR2025-032672,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-04-14,Received,Desk Organizer Tray,1,680.00
OR2025-032672,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-04-14,Received,Oil Pastels 36pcs,1,680.00
OR2025-032672,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-04-14,Received,Soft Broom (Tambo),1,680.00
OR2025-032672,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-04-14,Received,Floor Wax Red,2,680.00
OR2025-032674,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-02-11,Cancelled,Sticky Notes 50x50mm,3,45.00
OR2025-032675,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-05-01,Preparing,Adhesive Bandages 100pcs,1,180.00
OR2025-032676,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-03-17,To Ship,Desktop Organizer Wood,3,1350.00
OR2025-032677,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-01-31,Received,Alcohol 70% 1 Liter,2,2480.00
OR2025-032677,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-01-31,Received,First Aid Kit Box,1,2480.00
OR2025-032677,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-01-31,Received,Printer Paper A3 500 sheets,3,2480.00
OR2025-032678,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-09-18,Preparing,Laptop Stand Aluminum,1,620.00
OR2025-032678,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-09-18,Preparing,Desk Pen Holder,3,620.00
OR2025-032685,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2025-07-05,Received,File Folder A4 50pcs,3,3958.00
OR2025-032685,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2025-07-05,Received,Mop Bucket with Wringer,2,3958.00
OR2025-032685,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2025-07-05,Received,File Folder A4 50pcs,3,3958.00
OR2025-032685,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2025-07-05,Received,First Aid Kit Box,1,3958.00
OR2025-032686,Ana Villanueva,"12 Burgos St., Cebu City",2025-01-28,Received,Sticky Flags 75mm,3,292.00
OR2025-032686,Ana Villanueva,"12 Burgos St., Cebu City",2025-01-28,Received,Glass Cleaner Spray,2,292.00
OR2025-032686,Ana Villanueva,"12 Burgos St., Cebu City",2025-01-28,Received,Binder Clips 24pcs,2,292.00
OR2025-032686,Ana Villanueva,"12 Burgos St., Cebu City",2025-01-28,Received,File Folder A4 50pcs,1,292.00
OR2025-032687,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-04-12,Received,Construction Paper Assorted,2,286.00
OR2025-032687,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-04-12,Received,File Folder A4 50pcs,2,286.00
OR2025-032687,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-04-12,Received,Glue Stick 20g,2,286.00
OR2025-032687,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-04-12,Received,Waste Basket Mesh,1,286.00
OR2025-032688,Sophia Navarro,"14 Lacson St., Bacolod City",2025-02-08,Received,Rubber Bands 500g,3,360.00
OR2025-032690,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-02-11,To Ship,Glue Gun Small,3,3210.00
OR2025-032690,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-02-11,To Ship,Printer Paper A3 500 sheets,1,3210.00
OR2025-032690,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-02-11,To Ship,Webcam 1080p,2,3210.00
OR2025-032690,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-02-11,To Ship,Spiral Coil Bind 10mm,2,3210.00
OR2025-032692,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-11-20,To Ship,Office Chair Mid-Back,1,2500.00
OR2025-032702,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-11-17,Received,Desk Pen Holder,2,1200.00
OR2025-032702,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-11-17,Received,Mousepad Extended,3,1200.00
OR2025-032702,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-11-17,Received,Alcohol 70% 1 Liter,3,1200.00
OR2025-032707,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-05-25,Preparing,Mousepad Extended,2,490.00
OR2025-032707,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-05-25,Preparing,Construction Paper Assorted,2,490.00
OR2025-032709,Ana Villanueva,"12 Burgos St., Cebu City",2025-02-19,Received,Mousepad Extended,3,600.00
OR2025-032710,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2025-10-19,To Ship,Trash Bag Black Large,3,345.00
OR2025-032710,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2025-10-19,To Ship,Soft Broom (Tambo),1,345.00
OR2025-032721,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-01-02,To Ship,HP 680 Black Ink Cartridge,1,520.00
OR2025-032721,Juan Dela Cruz,"123 Rizal St., Quezon City",2025-01-02,To Ship,Mousepad Extended,2,520.00
OR2025-032724,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-07-08,Received,Glue Stick 20g,3,380.00
OR2025-032724,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-07-08,Received,Ballpoint Pen Blue 10pcs,2,380.00
OR2025-032724,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-07-08,Received,Face Mask 50pcs,2,380.00
OR2025-032724,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-07-08,Received,Glue Stick 20g,1,380.00
OR2025-032725,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-03-15,Received,Laser Toner Cartridge 85A,2,1900.00
OR2025-032728,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-09-26,Received,Desk Organizer Tray,3,360.00
OR2025-032729,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-12-10,Received,Ballpoint Pen Blue 10pcs,2,2975.00
OR2025-032729,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-12-10,Received,First Aid Kit Box,3,2975.00
OR2025-032729,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-12-10,Received,Staples 1000pcs,3,2975.00
OR2025-032729,Carlos Mendoza,"99 Del Pilar St., Davao City",2025-12-10,Received,Adhesive Bandages 100pcs,1,2975.00
OR2025-032730,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2025-08-01,Received,Power Bank 10000mAh,1,1050.00
OR2025-032730,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2025-08-01,Received,Mousepad Extended,3,1050.00
OR2025-032731,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2025-04-22,To Ship,Whiteboard Eraser,2,2500.00
OR2025-032731,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2025-04-22,To Ship,Floor Lamp LED,2,2500.00
OR2025-032734,Ana Villanueva,"12 Burgos St., Cebu City",2025-02-15,Preparing,Thumb Tacks 100pcs,1,555.00
OR2025-032734,Ana Villanueva,"12 Burgos St., Cebu City",2025-02-15,Preparing,Adhesive Bandages 100pcs,3,555.00
OR2025-032735,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2025-09-16,Received,Desk Pen Holder,1,90.00
OR2025-032736,Sophia Navarro,"14 Lacson St., Bacolod City",2025-05-14,Cancelled,VGA to HDMI Adapter,3,750.00
OR2025-032737,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-10-25,Received,Floor Lamp LED,2,2400.00
OR2025-032738,Sophia Navarro,"14 Lacson St., Bacolod City",2025-11-02,Preparing,Sticky Flags 75mm,1,260.00
OR2025-032738,Sophia Navarro,"14 Lacson St., Bacolod City",2025-11-02,Preparing,VGA to HDMI Adapter,1,260.00
OR2025-032739,Sophia Navarro,"14 Lacson St., Bacolod City",2025-03-20,Received,Whiteboard Sheet Roll,3,1994.00
OR2025-032739,Sophia Navarro,"14 Lacson St., Bacolod City",2025-03-20,Received,Paper Clips 50pcs,2,1994.00
OR2025-032739,Sophia Navarro,"14 Lacson St., Bacolod City",2025-03-20,Received,Sticky Flags 25mm,3,1994.00
OR2025-032739,Sophia Navarro,"14 Lacson St., Bacolod City",2025-03-20,Received,Laminating Film A4,1,1994.00
OR2025-032742,Liza Fernandez,"8 Katipunan Ave., Quezon City",2025-11-09,Preparing,Glue Stick Large 40g,1,715.00
OR2025-032742,Liza Fernandez,"8 Katipunan Ave., Quezon City",2025-11-09,Preparing,Rubber Bands 500g,2,715.00
OR2025-032742,Liza Fernandez,"8 Katipunan Ave., Quezon City",2025-11-09,Preparing,Power Bank 10000mAh,1,715.00
OR2025-032746,Mark Tolentino,"56 Ortigas Center, Pasig City",2025-02-28,Received,VGA to HDMI Adapter,1,250.00
